7270,7265,9810,60,-17.5,7267.5,5
7190,7185,9690,70,-18.9,7187.5,5
7125,7120,9445,55,-19.6,7122.5,5
7085,7800,9335,60,-20.4,7442.5,715
7060,7055,9855,50,-17.5,7057.5,5
6945,6940,9070,60,-17.5,6942.5,5
6750,6740,8855,50,-19.2,6745,10
6660,6650,8615,55,-23.4,6655,10
6550,6545,8130,75,-24.6,6547.5,5
6385,6380,8085,60,-25.7,6382.5,5
6385,6380,7945,50,-20.9,6382.5,5
6335,6330,7410,65,-24.3,6332.5,5
6150,6140,6635,50,-19.1,6145,10
6070,6065,5930,45,-20.5,6067.5,5
5975,5970,5680,40,-21,5972.5,5
5850,5845,5430,90,-19,5847.5,5
5750,5745,5040,50,-18.2,5747.5,5
5620,6515,4530,60,-19,6067.5,895
5580,5575,4680,40,-19.5,5577.5,5
5515,5510,4410,45,-19.3,5512.5,5
5515,5510,4245,35,-24.6,5512.5,5
5385,5375,4160,50,-19,5380,10
5305,5300,4210,40,-18.4,5302.5,5
5140,5135,3975,45,-18.7,5137.5,5
5060,5055,3950,35,-18.9,5057.5,5
4925,4920,3880,65,-18.6,4922.5,5
4755,4750,3645,40,-19.4,4752.5,5
4660,4655,3400,40,-19.9,4657.5,5
4510,4495,3275,40,-18.6,4502.5,15
4175,4170,2710,35,-21.9,4172.5,5
4170,4165,2575,50,-19.2,4167.5,5
4170,4165,2440,40,-22.6,4167.5,5
4055,4045,2205,45,-18.7,4050,10
3965,3955,1950,45,-18.7,3960,10
3855,3845,1625,50,-16.9,3850,10
3680,3670,1190,50,-17.7,3675,10
