0,0,NA,NA,-45,NA,NA,0,0
850,830,1455,65,NA,1439,1315,840,20
890,870,1420,70,NA,1398,1290,880,20
1060,1040,1850,70,NA,1867,1711,1050,20
1150,1140,1920,65,NA,1949,1789,1145,10
1310,1290,2500,65,NA,2696,2460,1300,20
1490,1470,2690,75,NA,2892,2768,1480,20
1810,1790,3470,100,NA,3884,3634,1800,20
2130,2110,4185,60,NA,4822,4620,2120,20
2340,2320,4550,75,NA,5315,5073,2330,20
2360,2340,4515,60,NA,5268,5058,2350,20
2590,2570,5375,75,NA,6262,6044,2580,20
2740,2720,5940,75,NA,6887,6719,2730,20
2830,2810,6195,80,NA,7180,6982,2820,20
2980,2960,7135,90,NA,7993,7813,2970,20
3030,3010,7020,60,NA,7879,7733,3020,20
3260,3250,8125,85,NA,9114,8832,3255,10
3290,3270,8175,100,NA,9129,8885,3280,20
